Apertura,Cantidad_Nominal_Compra,Cantidad_Nominal_Venta,Cantidad_Operaciones,Cierre_Anterior,Denominacion,Estado,Ex,Hora_Cotizacion,Maximo,Minimo,Monto_Operado_Pesos,Precio_Compra,Precio_Promedio,Precio_Promedio_Ponderado,Precio_Venta,Simbolo,Tendencia,Tipo_Liquidacion,Ultimo,Variacion,Vencimiento,Volumen_Nominal
6093.0,613,3,16,6018.0,BANCO COMAFI S.A.,,No,17:00:02,6135.5,5924.0,10117944,5880.0,6077.4062,6066.4855,7200.0,EBAY,-1,Pesos,5924.0,-1.56,48hs,1661
0.0,5,40,,0.0,,,No,,0.0,0.0,0,20.1,0.0,0.0,28.0,EBAYD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
10456.5,368,368,5,10392.0,BANCO COMAFI S.A.,,No,17:00:02,10526.5,10248.0,93329,10388.0,10364.7,10376.0,10700.0,EBR,1,Pesos,10526.5,1.29,48hs,9
2250.0,15,60,79,2281.0,Caja de Valores S.A.,,No,17:00:02,2307.5,2250.0,2828593,2000.0,2280.6582,2288.09,2285.0,EEM,-1,Pesos,2283.5,0.11,48hs,1240
7.7,13,6,5,7.9,,,No,17:00:02,7.7,7.41,403,7.43,7.632,7.6369,7.7,EEMD,0,Du00f3lar efectivo,7.7,-2.53,48hs,53
0.0,2680,1885,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,3371.0,0.0,0.0,3398.5,EFX,0,Pesos,0.0,0.0,48hs,0
0.0,10,29,,0.0,,,No,,0.0,0.0,0,10.95,0.0,0.0,14.0,EFXD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
0.0,1550,1095,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,5808.5,0.0,0.0,5851.0,ELP,0,Pesos,0.0,0.0,48hs,0
0.0,3840,10,,0.0,BANCO COMAFI S.A.,,No,,0.0,0.0,0,961.0,0.0,0.0,1300.0,ERIC,0,Pesos,0.0,0.0,48hs,0
3255.5,3330,1,54,3212.0,BANCO COMAFI S.A.,,No,17:00:02,3312.0,3200.0,3024446,3200.0,3271.713,3272.1821,3569.5,ERJ,-1,Pesos,3220.0,0.25,48hs,922
0.0,0,1,,0.0,,,No,,0.0,0.0,0,0.0,0.0,0.0,37.7,ERJD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
1971.0,50,2,44,1972.5,BANCO COMAFI S.A.,,No,17:00:02,2074.0,1971.0,1232967,1950.0,2034.3636,2038.3906,2200.0,ETSY,-1,Pesos,1999.5,1.37,48hs,604
0.0,15,1,,0.0,,,No,,0.0,0.0,0,6.45,0.0,0.0,8.37,ETSYD,0,Du00f3lar efectivo,0.0,0.0,48hs,0
4763.5,5,1,133,4751.5,Caja de Valores S.A.,,No,17:00:02,4866.5,4702.5,10230812,3999.0,4787.8158,4813.7973,4858.0,EWZ,-1,Pesos,4798.5,0.99,48hs,2129
16.2,6,65,3,17.0,,,No,17:00:02,16.2,16.2,2154,15.55,16.2,16.2,17.5,EWZD,0,Du00f3lar efectivo,16.2,-4.71,48hs,133
4069.5,20,2,126,3978.5,Caja de Valores S.A.,,No,17:00:02,4170.0,4020.0,12835260,4040.0,4106.0873,4100.9746,4581.0,F,1,Pesos,4032.5,1.36,48hs,3109
8800.0,3,421,18,9064.5,BANCO COMAFI S.A.,,No,17:00:02,8905.0,8641.5,10576269,8615.0,8826.0556,8816.8432,8695.5,FCX,0,Pesos,8641.5,-4.67,48hs,1196
